46168:
 num     #instances         #bytes  class name (module)
13327:             1             40  com.intellij.ide.bookmark.actions.DeleteBookmarkTypeAction
13328:             1             40  com.intellij.ide.bookmark.actions.EditBookmarkAction
13329:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark0Action
13330:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark1Action
13331:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark2Action
13332:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark3Action
13333:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark4Action
13334:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark5Action
13335:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark6Action
13336:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark7Action
13337:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark8Action
13338:             1             40  com.intellij.ide.bookmark.actions.GotoBookmark9Action
13339:             1             40  com.intellij.ide.bookmark.actions.NextBookmarkAction
13340:             1             40  com.intellij.ide.bookmark.actions.NodeDeleteAction
13341:             1             40  com.intellij.ide.bookmark.actions.PreviousBookmarkAction
13342:             1             40  com.intellij.ide.bookmark.actions.ShowLineBookmarksAction
13343:             1             40  com.intellij.ide.bookmark.actions.ShowTypeBookmarksAction
13344:             1             40  com.intellij.ide.bookmark.actions.ToggleBookmarkAction
13345:             1             40  com.intellij.ide.bookmarks.BookmarkManager
13346:             1             40  com.intellij.ide.browsers.WebBrowserManager
13347:             1             40  com.intellij.ide.browsers.actions.OpenHtmlInEmbeddedBrowserAction
13348:             1             40  com.intellij.ide.extensionResources.RestoreBundledExtensionsAction
13349:             1             40  com.intellij.ide.fileTemplates.actions.CreateFromTemplateGroup
13350:             1             40  com.intellij.ide.fileTemplates.actions.FileTemplateSeparator
13351:             1             40  com.intellij.ide.fileTemplates.impl.FileTemplateManagerImpl
13352:             1             40  com.intellij.ide.hierarchy.actions.ActivateHierarchyToolWindowAction
13353:             1             40  com.intellij.ide.hierarchy.actions.BrowseCallHierarchyAction
13354:             1             40  com.intellij.ide.hierarchy.actions.BrowseMethodHierarchyAction
13355:             1             40  com.intellij.ide.hierarchy.actions.BrowseTypeHierarchyAction
13356:             1             40  com.intellij.ide.lightEdit.LightEditServiceImpl
13357:             1             40  com.intellij.ide.nls.NlsMessages$CachedFormats
13358:             1             40  com.intellij.ide.plugins.PluginSet
13359:             1             40  com.intellij.ide.plugins.marketplace.MarketplaceRequests
13360:             1             40  com.intellij.ide.plugins.org.PluginManagerConfigurableForOrgState
13361:             1             40  com.intellij.ide.projectView.actions.ExpandRecursivelyAction
13362:             1             40  com.intellij.ide.projectView.actions.MarkExcludeRootAction
13363:             1             40  com.intellij.ide.projectView.actions.ProjectViewExpandAllAction
13364:             1             40  com.intellij.ide.projectView.actions.UnmarkRootAction
13365:             1             40  com.intellij.ide.projectView.impl.SelectFileAction
13366:             1             40  com.intellij.ide.scratch.ScratchFileActions$ChangeLanguageAction
13367:             1             40  com.intellij.ide.scratch.ScratchFileActions$NewFileAction
13368:             1             40  com.intellij.ide.scratch.ScratchFilesUsagesCollector
13369:             1             40  com.intellij.ide.scratch.workspace.ScratchWorkspaceStartupActivity$execute$1
13370:             1             40  com.intellij.ide.scratch.workspace.ScratchWorkspaceStartupActivity$execute$2
13371:             1             40  com.intellij.ide.ui.LafFlowService$lafChangedFlow$1
13372:             1             40  com.intellij.ide.ui.experimental.meetNewUi.ActivateMeetNewUIToolWindowAction
13373:             1             40  com.intellij.ide.ui.experimental.meetNewUi.MeetNewUIAction
13374:             1             40  com.intellij.ide.ui.html.GlobalStyleSheetUpdateService$init$2
13375:             1             40  com.intellij.ide.ui.html.GlobalStyleSheetUpdateService$init$2$1
13376:             1             40  com.intellij.ide.ui.laf.MnemonicListenerService$1
13377:             1             40  com.intellij.ide.v.D.e
13378:             1             40  com.intellij.ide.v.G.v
13379:             1             40  com.intellij.ide.v.R.TQ
13380:             1             40  com.intellij.ide.v.R.vr
13381:             1             40  com.intellij.indexing.shared.download.IndexDownloadHistoryState
13382:             1             40  com.intellij.indexing.shared.download.SharedIndexProjectRootsRefreshQueue$1
13383:             1             40  com.intellij.indexing.shared.platform.impl.SharedIndexMainZipStorage
13384:             1             40  com.intellij.indexing.shared.platform.impl.SharedIndexesProjectStateCollector
13385:             1             40  com.intellij.internal.statistic.BookmarkUsagesFUSCollector
13386:             1             40  com.intellij.internal.statistic.collectors.fus.environment.EditorsCollector
13387:             1             40  com.intellij.internal.statistic.collectors.fus.fileTypes.FileTypeUsagesCollector
13388:             1             40  com.intellij.internal.statistic.collectors.fus.plugins.PluginsUsagesCollector
13389:             1             40  com.intellij.internal.statistic.eventLog.validator.storage.persistence.EventLogMetadataSettingsPersistence
13390:             1             40  com.intellij.internal.statistic.service.fus.collectors.FUStateUsagesLogger$1
13391:             1             40  com.intellij.internal.statistic.service.fus.collectors.FUStateUsagesLogger$logApplicationStateRegularly$1
13392:             1             40  com.intellij.internal.statistic.service.fus.collectors.ProjectFUStateUsagesLogger$1
13393:             1             40  com.intellij.internal.statistic.service.fus.collectors.ProjectFUStateUsagesLogger$logProjectStateRegularly$1
13394:             1             40  com.intellij.internal.statistic.updater.StatisticsJobsScheduler$execute$1
13395:             1             40  com.intellij.internal.statistic.updater.StatisticsJobsScheduler$execute$2
13396:             1             40  com.intellij.internal.statistic.updater.StatisticsJobsScheduler$execute$2$4
13397:             1             40  com.intellij.javascript.debugger.execution.JavascriptDebugConfigurationType
13398:             1             40  com.intellij.javascript.debugger.frontend.rpc.HostRequestListenerActivityKt$launchHostRequestListener$1
13399:             1             40  com.intellij.javascript.debugger.sourcemap.visualizer.actions.AddSourceContentsAction
13400:             1             40  com.intellij.javascript.debugger.sourcemap.visualizer.actions.VisualizeSourceMapAction
13401:             1             40  com.intellij.javascript.jest.JestConfigurationType
13402:             1             40  com.intellij.javascript.jest.JestRunConfiguration
13403:             1             40  com.intellij.javascript.nodejs.npm.InstallNodeLocalDependenciesAction
13404:             1             40  com.intellij.javascript.nodejs.npm.NpmPackageRefResolver
13405:             1             40  com.intellij.javascript.nodejs.npm.registry.CustomNpmRegistryService
13406:             1             40  com.intellij.javascript.protractor.ProtractorConfigurationType
13407:             1             40  com.intellij.javascript.protractor.ProtractorRunConfiguration
13408:             1             40  com.intellij.javascript.testFramework.jasmine.codeInsight.JasmineGenerateAfterEachMethodAction
13409:             1             40  com.intellij.javascript.testFramework.jasmine.codeInsight.JasmineGenerateBeforeEachMethodAction
13410:             1             40  com.intellij.javascript.testFramework.jasmine.codeInsight.JasmineGenerateNewSpecAction
13411:             1             40  com.intellij.javascript.testFramework.jasmine.codeInsight.JasmineGenerateNewSuiteAction
13412:             1             40  com.intellij.javascript.testFramework.qunit.codeInsight.QUnitGenerateNewTestAction
13413:             1             40  com.intellij.javascript.testFramework.qunit.codeInsight.QUnitGenerateSetupAction
13414:             1             40  com.intellij.javascript.testFramework.qunit.codeInsight.QUnitGenerateTearDownAction
13415:             1             40  com.intellij.javascript.testing.vitest.VitestConfigurationType
13416:             1             40  com.intellij.javascript.testing.vitest.VitestRunConfiguration
13417:             1             40  com.intellij.json.JsonLanguage
13418:             1             40  com.intellij.json.actions.JsonJacksonReformatAction
13419:             1             40  com.intellij.json.editor.JsonCopyPointerAction
13420:             1             40  com.intellij.json.json5.Json5Language
13421:             1             40  com.intellij.json.jsonLines.JsonLinesLanguage
13422:             1             40  com.intellij.jsonpath.JsonPathLanguage
13423:             1             40  com.intellij.jsonpath.ui.JsonPathEvaluateAction
13424:             1             40  com.intellij.jsonpath.ui.JsonPathExportEvaluateResultAction
13425:             1             40  com.intellij.kubernetes.KubernetesProjectMetricsCollector
13426:             1             40  com.intellij.kubernetes.MiscUtilKt$eventuallyConsistentExpiringLazy$1
13427:             1             40  com.intellij.kubernetes.frontend.FrontendKubernetesApiProvider
13428:             1             40  com.intellij.kubernetes.frontend.FrontendKubernetesApiProvider$1
13429:             1             40  com.intellij.kubernetes.frontend.FrontendKubernetesApiProvider$isRefreshingFlow$1
13430:             1             40  com.intellij.kubernetes.helm.HelmExecutionManager
13431:             1             40  com.intellij.kubernetes.helm.gotpl.werf.WerfYamlLanguage
13432:             1             40  com.intellij.kubernetes.logs.actions.KubernetesClearLogsAction
13433:             1             40  com.intellij.kubernetes.logs.actions.KubernetesDownloadFilteredContextLogsAction
13434:             1             40  com.intellij.kubernetes.logs.actions.KubernetesScrollToTheEndAction
13435:             1             40  com.intellij.kubernetes.logs.actions.KubernetesSoftWrapLogsAction
13436:             1             40  com.intellij.kubernetes.splitApi.FrontendKubernetesSynchronizedStateMap
13437:             1             40  com.intellij.kubernetes.telepresence.debugWithTelepresence.TelepresenceRunLineMarkerAction
13438:             1             40  com.intellij.kubernetes.ui.actions.ConfigureHelmParametersAction
13439:             1             40  com.intellij.kubernetes.ui.actions.GenerateHelmDependencyAction
13440:             1             40  com.intellij.kubernetes.ui.actions.HelmCreateChartAction
13441:             1             40  com.intellij.kubernetes.ui.actions.KubernetesResourceFromTemplateAction
13442:             1             40  com.intellij.kubernetes.ui.notifications.KubernetesSuggestClusterConfigurationPanel$SubscriptionService$1
13443:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesAddContextAction
13444:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesApplyAction
13445:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesAttachContextAction
13446:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesCompareWithClusterAction
13447:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesDeleteAction
13448:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesPasteContextContentAction
13449:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesReloadContentAction
13450:             1             40  com.intellij.kubernetes.view.ui.actions.KubernetesShowSettingsAction
13451:             1             40  com.intellij.lang.Language$1
13452:             1             40  com.intellij.lang.css.CSSLanguage
13453:             1             40  com.intellij.lang.css.actions.CreateStylesheetFileAction
13454:             1             40  com.intellij.lang.customFolding.GotoCustomRegionAction
13455:             1             40  com.intellij.lang.documentation.ide.actions.AdjustFontSizeAction
13456:             1             40  com.intellij.lang.documentation.ide.actions.DocumentationBackAction
13457:             1             40  com.intellij.lang.documentation.ide.actions.DocumentationEditSourceAction
13458:             1             40  com.intellij.lang.documentation.ide.actions.DocumentationForwardAction
13459:             1             40  com.intellij.lang.documentation.ide.actions.DocumentationViewExternalAction
13460:             1             40  com.intellij.lang.documentation.ide.actions.ToggleAutoShowAction
13461:             1             40  com.intellij.lang.documentation.ide.actions.ToggleAutoUpdateAction
13462:             1             40  com.intellij.lang.documentation.ide.actions.ToggleShowDocsInPopupAction
13463:             1             40  com.intellij.lang.html.HtmlCompatibleMetaLanguage
13464:             1             40  com.intellij.lang.javascript.actions.CreateJavaScriptFileAction
13465:             1             40  com.intellij.lang.javascript.actions.CreateTypeScriptFileAction
13466:             1             40  com.intellij.lang.javascript.buildTools.base.actions.JsbtShowPopupAction
13467:             1             40  com.intellij.lang.javascript.buildTools.grunt.ShowGruntTasksAction
13468:             1             40  com.intellij.lang.javascript.buildTools.grunt.rc.GruntConfigurationType
13469:             1             40  com.intellij.lang.javascript.buildTools.gulp.ShowGulpTasksAction
13470:             1             40  com.intellij.lang.javascript.buildTools.gulp.rc.GulpConfigurationType
13471:             1             40  com.intellij.lang.javascript.buildTools.gulp.rc.GulpRunConfiguration
13472:             1             40  com.intellij.lang.javascript.buildTools.npm.ShowNpmScriptsAction
13473:             1             40  com.intellij.lang.javascript.buildTools.npm.rc.NpmConfigurationType
13474:             1             40  com.intellij.lang.javascript.editor.JSNavBarStructureViewModel
13475:             1             40  com.intellij.lang.javascript.frameworks.jquery.JQueryCssLanguage
13476:             1             40  com.intellij.lang.javascript.generation.JavaScriptGenerateConstructorAction
13477:             1             40  com.intellij.lang.javascript.generation.JavaScriptGenerateGetAccessorAction
13478:             1             40  com.intellij.lang.javascript.generation.JavaScriptGenerateGetSetAccessorAction
13479:             1             40  com.intellij.lang.javascript.generation.JavaScriptGenerateSetAccessorAction
13480:             1             40  com.intellij.lang.javascript.generation.JavaScriptImplementsMethodsAction
13481:             1             40  com.intellij.lang.javascript.generation.TypeScriptImplementMembersAction
13482:             1             40  com.intellij.lang.javascript.library.typings.TypeScriptExternalDefinitionsService$4
13483:             1             40  com.intellij.lang.javascript.library.typings.TypeScriptExternalDefinitionsService$4$1
13484:             1             40  com.intellij.lang.javascript.linter.eslint.EsLintFixAction
13485:             1             40  com.intellij.lang.javascript.linter.eslint.importer.EslintImportCodeStyleAction
13486:             1             40  com.intellij.lang.javascript.linter.eslint.standardjs.StandardJSFixAction
13487:             1             40  com.intellij.lang.javascript.psi.resolve.JSGenericTypesEvaluator$GenericEvaluationContext
13488:             1             40  com.intellij.lang.javascript.psi.util.JSTreeUtil$JSScopeNamesUsages
13489:             1             40  com.intellij.lang.javascript.service.JSNodeServicesProfilerAction
13490:             1             40  com.intellij.lang.javascript.template.postfix.JSArgumentPostfixTemplate
13491:             1             40  com.intellij.lang.javascript.template.postfix.JSAwaitPostfixTemplate
13492:             1             40  com.intellij.lang.javascript.template.postfix.JSDForOfPostfixTemplate
13493:             1             40  com.intellij.lang.javascript.template.postfix.JSDestructAllPostfixTemplate
13494:             1             40  com.intellij.lang.javascript.template.postfix.JSDestructPostfixTemplate
13495:             1             40  com.intellij.lang.javascript.template.postfix.JSForIndexedPostfixTemplate
13496:             1             40  com.intellij.lang.javascript.template.postfix.JSForIndexedReversedPostfixTemplate
13497:             1             40  com.intellij.lang.javascript.template.postfix.JSForOfPostfixTemplate
13498:             1             40  com.intellij.lang.javascript.template.postfix.JSIfInstanceOfPostfixTemplate
13499:             1             40  com.intellij.lang.javascript.template.postfix.JSIfTypeOfPostfixTemplate
13500:             1             40  com.intellij.lang.javascript.template.postfix.JSIntroduceConstPostfixTemplate
13501:             1             40  com.intellij.lang.javascript.template.postfix.JSIntroduceLetPostfixTemplate
13502:             1             40  com.intellij.lang.javascript.template.postfix.JSIntroduceVarPostfixTemplate
13503:             1             40  com.intellij.lang.javascript.template.postfix.JSLogPostfixTemplate
13504:             1             40  com.intellij.lang.javascript.template.postfix.JSReturnStatementPostfixTemplate
13505:             1             40  com.intellij.lang.javascript.template.postfix.JSSwitchPostfixTemplate
13506:             1             40  com.intellij.lang.javascript.template.postfix.JSThrowStatementPostfixTemplate
13507:             1             40  com.intellij.lang.javascript.template.postfix.JSTypeOfExpressionPostfixTemplate
13508:             1             40  com.intellij.lang.typescript.compiler.action.TypeScriptCompileAction
13509:             1             40  com.intellij.lang.typescript.library.TypeScriptJSSourcesAction
13510:             1             40  com.intellij.lang.typescript.lsp.TypeScriptGoTypeEvaluationLspService
13511:             1             40  com.intellij.lang.typescript.refactoring.TypeScriptExtractTypeAliasAction
13512:             1             40  com.intellij.lang.typescript.settings.exclude.TypeScriptIncludeGeneratedDeclarationFilesAction
13513:             1             40  com.intellij.lang.typescript.template.postfix.TypeScriptCastPostfixTemplate
13514:             1             40  com.intellij.lang.typescript.tsconfig.TypeScriptConfigLibraryUpdater$1
13515:             1             40  com.intellij.lang.typescript.tsconfig.TypeScriptConfigLibraryUpdater$1$1
13516:             1             40  com.intellij.llmInstaller.AILicenseManager$licenseState$1
13517:             1             40  com.intellij.llmInstaller.ActivateAIAssistantToolWindowAction
13518:             1             40  com.intellij.llmInstaller.ui.hub.AIHubPopupAction
13519:             1             40  com.intellij.llmInstaller.ui.promo2.AIPromoWindowAdvisor$createVerdictCalculationDef$1
13520:             1             40  com.intellij.mcpserver.settings.McpServerSettings$MyState
13521:             1             40  com.intellij.microservices.backend.flat.OpenInScratchFileAction
13522:             1             40  com.intellij.microservices.backend.gotourl.UrlSearchEveryWhereAction
13523:             1             40  com.intellij.ml.inline.completion.go.GoSuggestionEnricher
13524:             1             40  com.intellij.model.psi.impl.TargetsKt$declaredReferencedData$withMinimalRanges$1
13525:             1             40  com.intellij.navigation.ItemPresentationProviders
13526:             1             40  com.intellij.notification.impl.NotificationSettingsCollector
13527:             1             40  com.intellij.notification.impl.NotificationsToolWindowFactory$manage$2
13528:             1             40  com.intellij.openapi.actionSystem.ActionGroup$1
13529:             1             40  com.intellij.openapi.actionSystem.AnActionWrapper
13530:             1             40  com.intellij.openapi.actionSystem.impl.ActionManagerImpl$MyTimer$2
13531:             1             40  com.intellij.openapi.actionSystem.impl.ActionManagerState
13532:             1             40  com.intellij.openapi.components.impl.ModulePathMacroManager
13533:             1             40  com.intellij.openapi.diagnostic.AsyncLog$job$1$1
13534:             1             40  com.intellij.openapi.diff.impl.ToggleSearchInChangesAction
13535:             1             40  com.intellij.openapi.editor.actions.AddBomAction
13536:             1             40  com.intellij.openapi.editor.actions.ChangeEditorFontSizeAction$DecreaseEditorFontSize
13537:             1             40  com.intellij.openapi.editor.actions.ChangeEditorFontSizeAction$DecreaseEditorFontSizeGlobal
13538:             1             40  com.intellij.openapi.editor.actions.ChangeEditorFontSizeAction$IncreaseEditorFontSize
13539:             1             40  com.intellij.openapi.editor.actions.ChangeEditorFontSizeAction$IncreaseEditorFontSizeGlobal
13540:             1             40  com.intellij.openapi.editor.actions.MultiplePasteAction
13541:             1             40  com.intellij.openapi.editor.actions.RemoveBomAction
13542:             1             40  com.intellij.openapi.editor.actions.SetEditorBidiTextDirectionAction$ContentBased
13543:             1             40  com.intellij.openapi.editor.actions.SetEditorBidiTextDirectionAction$Ltr
13544:             1             40  com.intellij.openapi.editor.actions.SetEditorBidiTextDirectionAction$Rtl
13545:             1             40  com.intellij.openapi.editor.actions.TerminalChangeFontSizeAction$DecreaseEditorFontSize
13546:             1             40  com.intellij.openapi.editor.actions.TerminalChangeFontSizeAction$IncreaseEditorFontSize
13547:             1             40  com.intellij.openapi.editor.actions.TerminalResetFontSizeAction
13548:             1             40  com.intellij.openapi.editor.actions.ToggleColumnModeAction
13549:             1             40  com.intellij.openapi.editor.actions.ToggleShowGutterIconsAction
13550:             1             40  com.intellij.openapi.editor.actions.ToggleShowImportPopupsAction
13551:             1             40  com.intellij.openapi.editor.actions.ToggleShowIndentLinesAction
13552:             1             40  com.intellij.openapi.editor.actions.ToggleShowLineNumbersAction
13553:             1             40  com.intellij.openapi.editor.actions.ToggleShowWhitespacesAction
13554:             1             40  com.intellij.openapi.editor.actions.ToggleUseSoftWrapsInPreviewAction
13555:             1             40  com.intellij.openapi.editor.actions.ToggleUseSoftWrapsMenuAction
13556:             1             40  com.intellij.openapi.editor.actions.ToggleUseSoftWrapsToolbarAction
13557:             1             40  com.intellij.openapi.editor.ex.EditorSettingsExternalizable
13558:             1             40  com.intellij.openapi.editor.impl.EditorCaretRepaintService$1
13559:             1             40  com.intellij.openapi.editor.impl.EditorCaretRepaintService$1$1
13560:             1             40  com.intellij.openapi.editor.richcopy.CopyAsRichTextAction
13561:             1             40  com.intellij.openapi.extensions.ExtensionNotApplicableException
13562:             1             40  com.intellij.openapi.extensions.impl.ObjectComponentAdapter
13563:             1             40  com.intellij.openapi.externalSystem.action.DetachExternalProjectAction
13564:             1             40  com.intellij.openapi.externalSystem.autoimport.HideProjectRefreshAction
13565:             1             40  com.intellij.openapi.externalSystem.autoimport.ProjectRefreshAction
13566:             1             40  com.intellij.openapi.externalSystem.service.RemoteExternalSystemCommunicationManager$1
13567:             1             40  com.intellij.openapi.externalSystem.service.project.manage.ExternalProjectsDataStorage
13568:             1             40  com.intellij.openapi.file.exclude.OverrideFileTypeAction
13569:             1             40  com.intellij.openapi.file.exclude.ReverteOverrideFileTypeAction
13570:             1             40  com.intellij.openapi.fileChooser.actions.FileDeleteAction
13571:             1             40  com.intellij.openapi.fileChooser.actions.GotoHomeAction
13572:             1             40  com.intellij.openapi.fileEditor.ChangePreviewLayoutAction$EditorAndPreview
13573:             1             40  com.intellij.openapi.fileEditor.ChangePreviewLayoutAction$EditorOnly
13574:             1             40  com.intellij.openapi.fileEditor.ChangePreviewLayoutAction$PreviewOnly
13575:             1             40  com.intellij.openapi.fileEditor.impl.EditorsSplitters$3
13576:             1             40  com.intellij.openapi.fileEditor.impl.EditorsSplitters$5
13577:             1             40  com.intellij.openapi.fileEditor.impl.EditorsSplitters$5$1
13578:             1             40  com.intellij.openapi.fileEditor.impl.FileDocumentManagerImpl
13579:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$1
13580:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$2
13581:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$4$1
13582:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$MyRootListener$rootChangedRequests$2$1
13583:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$processFileUpdateRequests$1
13584:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$processFileUpdateRequests$2
13585:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$selectionFlow$2$1
13586:             1             40  com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$selectionFlow$2$2
13587:             1             40  com.intellij.openapi.fileEditor.impl.ReopenClosedTabAction
13588:             1             40  com.intellij.openapi.fileTypes.BinaryFileTypeDecompilers
13589:             1             40  com.intellij.openapi.fileTypes.FileTypeEditorHighlighterProviders
13590:             1             40  com.intellij.openapi.fileTypes.PlainTextLanguage
13591:             1             40  com.intellij.openapi.fileTypes.impl.AlarmAdapterKt$singleAlarm$1$1
13592:             1             40  com.intellij.openapi.graph.builder.actions.DeleteSelectionAction
13593:             1             40  com.intellij.openapi.graph.builder.actions.ZoomInAction
13594:             1             40  com.intellij.openapi.graph.builder.actions.ZoomOutAction
13595:             1             40  com.intellij.openapi.graph.builder.actions.align.GraphAlignNodesBottomAction
13596:             1             40  com.intellij.openapi.graph.builder.actions.align.GraphAlignNodesCenterAction
13597:             1             40  com.intellij.openapi.graph.builder.actions.align.GraphAlignNodesLeftAction
13598:             1             40  com.intellij.openapi.graph.builder.actions.align.GraphAlignNodesMiddleAction
13599:             1             40  com.intellij.openapi.graph.builder.actions.align.GraphAlignNodesRightAction
13600:             1             40  com.intellij.openapi.graph.builder.actions.align.GraphAlignNodesTopAction
13601:             1             40  com.intellij.openapi.keymap.impl.IdeKeyEventDispatcher$1
13602:             1             40  com.intellij.openapi.keymap.impl.IdeKeyEventDispatcher$1$1
13603:             1             40  com.intellij.openapi.keymap.impl.IdeMouseEventDispatcher
13604:             1             40  com.intellij.openapi.keymap.impl.SystemShortcuts
13605:             1             40  com.intellij.openapi.module.impl.scopes.ModuleWithDependenciesContentScope
13606:             1             40  com.intellij.openapi.options.advanced.AdvancedSettingsImpl
13607:             1             40  com.intellij.openapi.progress.util.ProgressDialogUI
13608:             1             40  com.intellij.openapi.project.SmartModeScheduler$2
13609:             1             40  com.intellij.openapi.project.SmartModeScheduler$3
13610:             1             40  com.intellij.openapi.project.impl.DefaultProject$timedProject$1
13611:             1             40  com.intellij.openapi.project.impl.ProjectManagerImpl
13612:             1             40  com.intellij.openapi.roots.ImmutableSyntheticLibrary
13613:             1             40  com.intellij.openapi.roots.impl.LibraryScopeCache$LibrariesOnlyScope
13614:             1             40  com.intellij.openapi.updateSettings.impl.CheckForUpdateAction
13615:             1             40  com.intellij.openapi.updateSettings.impl.PluginAutoUpdateFUSCollector
13616:             1             40  com.intellij.openapi.updateSettings.impl.pluginsAdvertisement.EnvironmentScanner$hasToolInLocalPath$2
13617:             1             40  com.intellij.openapi.util.registry.Registry
13618:             1             40  com.intellij.openapi.vcs.VcsVFSListener$StateProcessor
13619:             1             40  com.intellij.openapi.vcs.actions.AnnotateToggleAction
13620:             1             40  com.intellij.openapi.vcs.actions.CompareWithSelectedRevisionAction
13621:             1             40  com.intellij.openapi.vcs.actions.CompareWithTheSameVersionAction
13622:             1             40  com.intellij.openapi.vcs.actions.SelectedBlockHistoryAction
13623:             1             40  com.intellij.openapi.vcs.actions.ShowBaseRevisionAction
13624:             1             40  com.intellij.openapi.vcs.actions.ShowChangeMarkerAction$Next
13625:             1             40  com.intellij.openapi.vcs.actions.ShowChangeMarkerAction$Prev
13626:             1             40  com.intellij.openapi.vcs.actions.TabbedShowHistoryAction
13627:             1             40  com.intellij.openapi.vcs.actions.VcsGroupsWrapper
13628:             1             40  com.intellij.openapi.vcs.actions.VcsQuickListPopupAction
13629:             1             40  com.intellij.openapi.vcs.actions.commit.CommonCheckinFilesAction
13630:             1             40  com.intellij.openapi.vcs.actions.commit.CommonCheckinProjectAction
13631:             1             40  com.intellij.openapi.vcs.changes.RemoteRevisionsCache
13632:             1             40  com.intellij.openapi.vcs.changes.RemoteRevisionsNumbersCache
13633:             1             40  com.intellij.openapi.vcs.changes.actions.CreatePatchAction
13634:             1             40  com.intellij.openapi.vcs.changes.actions.RollbackAction
13635:             1             40  com.intellij.openapi.vcs.changes.actions.RollbackFilesAction
13636:             1             40  com.intellij.openapi.vcs.changes.actions.ScheduleForAdditionWithIgnoredFilesConfirmationAction
13637:             1             40  com.intellij.openapi.vcs.changes.actions.SetDefaultChangeListAction
13638:             1             40  com.intellij.openapi.vcs.changes.patch.ApplyPatchAction
13639:             1             40  com.intellij.openapi.vcs.changes.patch.ApplyPatchFromClipboardAction
13640:             1             40  com.intellij.openapi.vcs.changes.savedPatches.DropShelfAction
13641:             1             40  com.intellij.openapi.vcs.changes.shelf.ShelveChangesAction
13642:             1             40  com.intellij.openapi.vcs.changes.ui.ActivateCommitToolWindowAction
13643:             1             40  com.intellij.openapi.vcs.roots.VcsRootScanner$4
13644:             1             40  com.intellij.openapi.vcs.roots.VcsRootScanner$4$1
13645:             1             40  com.intellij.openapi.vfs.PlatformVirtualFileManager
13646:             1             40  com.intellij.openapi.vfs.encoding.ChangeFileEncodingAction
13647:             1             40  com.intellij.openapi.vfs.impl.http.RemoteFileManagerImpl
13648:             1             40  com.intellij.openapi.vfs.limits.FileSizeLimit$Companion$getContentLoadLimit$1
13649:             1             40  com.intellij.openapi.vfs.limits.FileSizeLimit$Companion$getIntellisenseLimit$1
13650:             1             40  com.intellij.openapi.vfs.newvfs.persistent.PersistentFSImpl$$Lambda/0x0000009802513190
13651:             1             40  com.intellij.openapi.vfs.newvfs.persistent.PersistentFSTreeRawAccessor
13652:             1             40  com.intellij.openapi.vfs.newvfs.persistent.VFSDefragmentationChecker$execute$1
13653:             1             40  com.intellij.openapi.vfs.newvfs.persistent.VFSHealthCheckServiceStarter$execute$1
13654:             1             40  com.intellij.openapi.vfs.newvfs.persistent.namecache.MRUFileNameCache
13655:             1             40  com.intellij.openapi.vfs.transformer.TextPresentationTransformers
13656:             1             40  com.intellij.openapi.wm.ex.IdeFocusTraversalPolicy
13657:             1             40  com.intellij.openapi.wm.impl.IdeFrameImpl$1$1
13658:             1             40  com.intellij.openapi.wm.impl.LibraryDependentToolWindowManager$execute$1
13659:             1             40  com.intellij.openapi.wm.impl.LibraryDependentToolWindowManager$execute$2$2
13660:             1             40  com.intellij.openapi.wm.impl.MaximizeToolWindowAction
13661:             1             40  com.intellij.openapi.wm.impl.NextProjectWindow
13662:             1             40  com.intellij.openapi.wm.impl.NextWindow
13663:             1             40  com.intellij.openapi.wm.impl.PreviousProjectWindow
13664:             1             40  com.intellij.openapi.wm.impl.PreviousWindow
13665:             1             40  com.intellij.openapi.wm.impl.ProjectFrameCustomHeaderHelper$5
13666:             1             40  com.intellij.openapi.wm.impl.ToolWindowManagerImpl$ToolWindowManagerAppLevelHelper$1
13667:             1             40  com.intellij.openapi.wm.impl.WindowManagerImpl
13668:             1             40  com.intellij.openapi.wm.impl.customFrameDecorations.header.MacToolbarFrameHeader$3
13669:             1             40  com.intellij.openapi.wm.impl.headertoolbar.FilenameToolbarWidgetAction
